Nome,Matrícula,Ranking,Curso
Zeca,461311,81,Odontologia
Zeca,464887,81,Computacao
Luis,482183,81,Administracao
Luisa,493776,81,Quimica
Tiago,505729,81,Direito
Maria,529221,81,Fisica
Lucia,533816,81,Administracao
Lucia,534735,81,Direito
Lara,535169,81,Computacao
Pedro,540460,81,Direito
Amanda,542583,81,Quimica
Maria,549411,81,Letras
Pedro,568887,81,Computacao
Marcos,571464,81,Odontologia
Amanda,577175,81,Fisica
Jose,579238,81,Administracao
Marcia,597936,81,Medicina
Joao,599533,81,Engenharia
Luisa,615394,81,Medicina
Rodrigo,615510,81,Engenharia
Julia,633448,81,Medicina
Luisa,634678,81,Letras
Ana,639430,81,Matematica
Rodrigo,642053,81,Fisica
Maria,651204,81,Engenharia
Tiago,659047,81,Administracao
Julia,688882,81,Letras
Julia,689934,81,Letras
Pedro,697171,81,Administracao
Marcos,698349,81,Letras
Julia,713451,81,Direito
Marcos,722661,81,Direito
Jose,745937,81,Matematica
Amanda,747080,81,Odontologia
Flora,749300,81,Computacao
Tiago,767032,81,Engenharia
Lara,774367,81,Direito
Clara,778963,81,Administracao
Celia,785972,81,Medicina
Pedro,787808,81,Matematica
Rodrigo,801269,81,Fisica
Flora,802922,81,Direito
Lara,804100,81,Computacao
Maria,835744,81,Quimica
Joao,838851,81,Quimica
Maria,854572,81,Odontologia
Jose,859888,81,Letras
Pedro,861355,81,Matematica
Clara,873268,81,Letras
Maria,879358,81,Administracao
Luisa,881098,81,Engenharia
Flora,921442,81,Computacao
Marcia,923226,81,Direito
Celia,923482,81,Letras
Lucas,926803,81,Matematica
Celia,927034,81,Matematica
Pedro,928414,81,Administracao
Luisa,931259,81,Odontologia
Pedro,932858,81,Direito
Luisa,933086,81,Fisica
Jose,957004,81,Letras
Jose,960764,81,Matematica
Joao,967702,81,Odontologia
Joao,968287,81,Computacao
Clara,971352,81,Quimica
Jose,975665,81,Quimica
Lucas,982113,81,Odontologia
Zeca,990424,81,Administracao
Celia,997291,81,Fisica
Pedro,103826,82,Engenharia
Joao,123237,82,Fisica
Jose,128938,82,Odontologia
Julia,137066,82,Quimica
Lara,148526,82,Fisica
Lucia,155165,82,Administracao
Zeca,160918,82,Medicina
Ana,173178,82,Engenharia
Marcos,173418,82,Fisica
Lucia,188400,82,Quimica
Lucas,188574,82,Medicina
Marcos,190684,82,Administracao
Zeca,201677,82,Quimica
Luisa,248900,82,Fisica
Zeca,254062,82,Administracao
Pedro,255791,82,Medicina
Lucas,259142,82,Medicina
Lucia,265370,82,Direito
Lara,272324,82,Matematica
Flora,279510,82,Administracao
Tiago,282913,82,Administracao
Jose,287516,82,Quimica
Luisa,296836,82,Medicina
Celia,301314,82,Letras
Flora,301916,82,Medicina
Marcos,306729,82,Administracao
Jose,323920,82,Quimica
Pedro,334752,82,Letras
Lucia,339123,82,Matematica
Luis,341361,82,Engenharia
Luis,341883,82,Fisica
Jose,348645,82,Quimica
Clara,352089,82,Direito
Celia,354476,82,Engenharia
Lucia,359556,82,Letras
Flora,362344,82,Quimica
Ana,385051,82,Fisica
Luis,388869,82,Computacao
Rodrigo,390692,82,Medicina
Luisa,392147,82,Engenharia
Julia,398932,82,Direito
Ana,399139,82,Engenharia
Lucas,445874,82,Medicina
Luisa,449328,82,Matematica
Zeca,461128,82,Odontologia
Amanda,465530,82,Administracao
Pedro,484679,82,Computacao
Pedro,499024,82,Quimica
Joao,502534,82,Engenharia
Celia,506634,82,Engenharia
Luisa,511078,82,Computacao
Flora,516400,82,Letras
Amanda,523081,82,Medicina
Rodrigo,530918,82,Medicina
Lara,532903,82,Direito
Clara,545029,82,Direito
Ana,547804,82,Letras
Ana,551924,82,Engenharia
Ana,554782,82,Computacao
Marcos,583032,82,Quimica
Joao,583912,82,Letras
Rodrigo,584668,82,Letras
Lucas,587864,82,Administracao
Luis,588135,82,Letras
Tiago,607922,82,Letras
Julia,645490,82,Medicina
Luisa,663223,82,Direito
Lucas,665578,82,Fisica
Lara,666849,82,Administracao
Celia,675890,82,Matematica
Pedro,684724,82,Computacao
Marcos,696615,82,Quimica
Celia,696800,82,Direito
Tiago,703674,82,Quimica
Celia,705469,82,Letras
Amanda,717975,82,Fisica
Pedro,718462,82,Odontologia
Ana,719034,82,Administracao
Julia,725996,82,Letras
Jose,729008,82,Medicina
Rodrigo,731875,82,Medicina
Joao,745283,82,Letras
Jose,750550,82,Fisica
Clara,754881,82,Administracao
Luis,771604,82,Direito
Zeca,776784,82,Computacao
Zeca,778672,82,Computacao
Marcia,794452,82,Medicina
Clara,798108,82,Odontologia
Amanda,799116,82,Medicina
Pedro,846867,82,Letras
Rodrigo,847104,82,Quimica
Lucia,868378,82,Direito
Amanda,869697,82,Fisica
Zeca,879131,82,Quimica
Ana,891817,82,Medicina
Joao,899078,82,Quimica
Pedro,902759,82,Administracao
Celia,903169,82,Odontologia
Amanda,912326,82,Fisica
Luisa,915817,82,Letras
Ana,917758,82,Engenharia
Marcos,923777,82,Medicina
Luis,930242,82,Administracao
Marcia,933174,82,Direito
Flora,945859,82,Quimica
Amanda,954427,82,Engenharia
Pedro,958015,82,Medicina
Flora,964963,82,Direito
Joao,970929,82,Odontologia
Maria,118082,83,Engenharia
Lucas,130556,83,Fisica
Clara,131245,83,Administracao
Luis,140283,83,Computacao
Ana,148003,83,Fisica
Tiago,160397,83,Odontologia
Lucas,170800,83,Matematica
Joao,173069,83,Engenharia
Pedro,180097,83,Computacao
Luisa,185170,83,Engenharia
Pedro,189146,83,Odontologia
Luis,192268,83,Computacao
Lucas,206707,83,Administracao
Maria,215209,83,Fisica
Tiago,219361,83,Direito
Luisa,230707,83,Direito
Amanda,231005,83,Odontologia
Jose,235221,83,Administracao
Jose,248067,83,Odontologia
Marcos,249515,83,Matematica
Zeca,258728,83,Fisica
Luisa,263364,83,Administracao
Lucas,263635,83,Letras
Clara,290477,83,Direito
Lara,293818,83,Computacao
Zeca,300083,83,Letras
Marcia,315675,83,Matematica
Clara,320454,83,Odontologia
Rodrigo,323238,83,Letras
Joao,337116,83,Letras
Pedro,340058,83,Engenharia
Ana,343622,83,Administracao
Marcia,355605,83,Direito
Zeca,368946,83,Medicina
Tiago,371609,83,Medicina
Tiago,373067,83,Engenharia
Amanda,375830,83,Medicina
Lara,391886,83,Fisica
Luis,401019,83,Administracao
Julia,428443,83,Administracao
Pedro,436289,83,Matematica
Marcia,454112,83,Fisica
Lucas,457376,83,Letras
Lucas,458104,83,Direito
Tiago,465517,83,Medicina
Amanda,470467,83,Medicina
Marcos,471254,83,Quimica
Marcos,474485,83,Medicina
Marcos,475853,83,Matematica
Amanda,525202,83,Quimica
Lara,525260,83,Fisica
Marcia,531807,83,Direito
Lara,532064,83,Medicina
Marcos,553813,83,Odontologia
Maria,573451,83,Quimica
Tiago,577767,83,Matematica
Lucia,586596,83,Direito
Lucia,591924,83,Administracao
Marcos,596214,83,Medicina
Marcos,597590,83,Matematica
Jose,602801,83,Letras
Tiago,605494,83,Administracao
Zeca,608171,83,Direito
Marcos,611169,83,Medicina
Tiago,612932,83,Matematica
Zeca,613251,83,Engenharia
Celia,632341,83,Fisica
Joao,633934,83,Medicina
Zeca,649909,83,Direito
Julia,650181,83,Medicina
Ana,653022,83,Fisica
Flora,653620,83,Medicina
Tiago,655314,83,Administracao
Amanda,673866,83,Matematica
Lara,677432,83,Matematica
Luisa,700331,83,Odontologia
Pedro,706800,83,Medicina
Jose,708065,83,Administracao
Maria,713153,83,Direito
Tiago,714183,83,Quimica
Pedro,725193,83,Medicina
Clara,727670,83,Letras
Julia,730785,83,Quimica
Lara,744131,83,Letras
Lucia,747744,83,Fisica
Luis,765424,83,Fisica
Pedro,781304,83,Quimica
Flora,786956,83,Direito
Luis,792612,83,Fisica
Joao,796682,83,Quimica
Zeca,817775,83,Medicina
Luisa,845496,83,Quimica
Pedro,879986,83,Engenharia
Julia,884296,83,Matematica
Flora,897994,83,Quimica
Julia,902679,83,Direito
Clara,912537,83,Letras
Julia,928740,83,Quimica
Rodrigo,930803,83,Odontologia
Lucas,935080,83,Fisica
Luis,945201,83,Letras
Lara,945626,83,Computacao
Jose,947785,83,Matematica
Jose,951888,83,Fisica
Lucas,955204,83,Engenharia
Pedro,963148,83,Matematica
Marcia,966665,83,Matematica
Flora,976175,83,Medicina
Rodrigo,102742,84,Administracao
Celia,115334,84,Computacao
Luisa,116560,84,Letras
Lara,121610,84,Letras
Luis,137903,84,Engenharia
Tiago,143777,84,Letras
Luis,167250,84,Odontologia
Julia,170522,84,Administracao
Flora,179289,84,Administracao
Amanda,182146,84,Odontologia
Jose,186200,84,Administracao
Rodrigo,192751,84,Direito
Lucia,207181,84,Quimica
Lucas,209948,84,Letras
Luisa,211411,84,Medicina
Celia,217141,84,Engenharia
Luisa,258428,84,Direito
Luis,265314,84,Direito
Maria,282001,84,Fisica
Joao,286922,84,Medicina
Rodrigo,288019,84,Matematica
Lara,288054,84,Engenharia
Luisa,301031,84,Quimica
Luis,324687,84,Medicina
Lucia,344923,84,Odontologia
Rodrigo,357437,84,Administracao
Lara,371438,84,Quimica
Lucas,381348,84,Medicina
Marcos,393756,84,Quimica
Marcos,414446,84,Matematica
Rodrigo,417803,84,Administracao
Pedro,429019,84,Fisica
Jose,438832,84,Quimica
Marcos,447309,84,Matematica
Clara,451114,84,Matematica
Amanda,468595,84,Medicina
Clara,502091,84,Computacao
Zeca,523431,84,Computacao
Maria,525330,84,Odontologia
Maria,529418,84,Engenharia
Amanda,530862,84,Direito
Jose,538126,84,Computacao
Lucas,540010,84,Odontologia
Luis,543253,84,Fisica
Clara,543380,84,Administracao
Zeca,548252,84,Fisica
Pedro,551606,84,Administracao
Pedro,551921,84,Medicina
Pedro,573088,84,Computacao
Luisa,580705,84,Quimica
Marcos,588723,84,Letras
Lara,592692,84,Engenharia
Luis,604800,84,Medicina
Ana,614163,84,Odontologia
Clara,615727,84,Medicina
Ana,646305,84,Computacao
Marcia,650186,84,Direito
Pedro,651960,84,Quimica
Amanda,655453,84,Computacao
Maria,663625,84,Administracao
Marcos,664389,84,Letras
Lucia,667661,84,Medicina
Lucas,679995,84,Computacao
Pedro,682514,84,Quimica
Ana,684849,84,Quimica
Amanda,686862,84,Letras
Lara,694045,84,Engenharia
Lucia,711743,84,Administracao
Amanda,734402,84,Direito
Luis,747265,84,Matematica
Lucas,748108,84,Letras
Marcia,756073,84,Administracao
Ana,784168,84,Medicina
Lucas,796268,84,Administracao
Pedro,799027,84,Engenharia
Maria,813364,84,Letras
Joao,826726,84,Medicina
Julia,858081,84,Administracao
Lucia,868343,84,Quimica
Flora,871379,84,Odontologia
Lucia,876956,84,Letras
Rodrigo,881311,84,Engenharia
Pedro,900397,84,Odontologia
Joao,906973,84,Matematica
Celia,910109,84,Administracao
Pedro,911696,84,Engenharia
Maria,924469,84,Engenharia
Celia,955882,84,Quimica
Lucas,960468,84,Direito
Clara,962773,84,Administracao
Lucia,972602,84,Direito
Jose,983013,84,Odontologia
Marcia,987787,84,Fisica
Julia,996939,84,Odontologia
Marcos,103339,85,Odontologia
Marcos,107213,85,Matematica
Ana,110562,85,Medicina
Celia,111727,85,Computacao
Amanda,116240,85,Letras
Jose,117968,85,Odontologia
Lara,137965,85,Engenharia
Lara,152694,85,Administracao
Pedro,158958,85,Medicina
Flora,161216,85,Engenharia
Marcia,170602,85,Odontologia
Joao,188126,85,Letras
Celia,189259,85,Matematica
Amanda,243392,85,Computacao
Zeca,258694,85,Administracao
Zeca,266378,85,Matematica
Amanda,267231,85,Administracao
Marcia,284991,85,Odontologia
Jose,286770,85,Odontologia
Zeca,297760,85,Computacao
Ana,309126,85,Engenharia
Pedro,310471,85,Fisica
Amanda,311206,85,Computacao
Maria,318322,85,Administracao
Maria,330575,85,Engenharia
Celia,336012,85,Fisica
Marcos,347539,85,Direito
Marcos,359668,85,Direito
Celia,365506,85,Direito
Tiago,372429,85,Medicina
Julia,383469,85,Computacao
Flora,387184,85,Administracao
Pedro,394451,85,Letras
Ana,399897,85,Letras
Rodrigo,411757,85,Computacao
Pedro,418462,85,Letras
Lucia,440321,85,Matematica
Lucas,444574,85,Computacao
Lucas,453513,85,Computacao
Clara,470993,85,Matematica
Celia,472221,85,Matematica
Luis,478174,85,Quimica
Lucia,482575,85,Computacao
Celia,494856,85,Computacao
Amanda,495831,85,Quimica
Joao,526362,85,Engenharia
Clara,538748,85,Quimica
Luis,540079,85,Engenharia
Celia,555763,85,Medicina
Lucia,566247,85,Fisica
Celia,570055,85,Letras
Lara,573581,85,Computacao
Flora,574808,85,Medicina
Joao,595679,85,Administracao
Julia,633497,85,Quimica
Marcia,642386,85,Computacao
Clara,645239,85,Computacao
Luisa,646908,85,Engenharia
Pedro,648352,85,Direito
Lucia,672273,85,Medicina
Tiago,672867,85,Letras
Zeca,681633,85,Odontologia
Rodrigo,682096,85,Computacao
Lara,684524,85,Quimica
Luisa,707591,85,Matematica
Flora,707835,85,Direito
Celia,715971,85,Quimica
Luis,719464,85,Administracao
Pedro,721741,85,Medicina
Tiago,724384,85,Matematica
Julia,724402,85,Engenharia
Rodrigo,730737,85,Letras
Julia,732766,85,Quimica
Flora,740157,85,Odontologia
Lucia,748346,85,Fisica
Clara,757619,85,Direito
Rodrigo,766876,85,Matematica
Tiago,769294,85,Matematica
Lara,773079,85,Quimica
Lucas,787427,85,Quimica
Lucia,798593,85,Fisica
Luis,802273,85,Letras
Lucia,819640,85,Direito
Clara,824307,85,Direito
Joao,829370,85,Direito
Luisa,842192,85,Computacao
Marcia,844845,85,Medicina
Pedro,851505,85,Letras
Amanda,864936,85,Administracao
Joao,874646,85,Odontologia
Rodrigo,880476,85,Letras
Luisa,886939,85,Direito
Clara,887802,85,Direito
Marcos,889213,85,Letras
Flora,891270,85,Direito
Luisa,899762,85,Computacao
Rodrigo,902350,85,Computacao
Celia,909688,85,Letras
Joao,912145,85,Administracao
Flora,916157,85,Letras
Lucas,917882,85,Engenharia
Marcia,922324,85,Quimica
Maria,929810,85,Matematica
Amanda,931635,85,Medicina
Clara,932305,85,Administracao
Lucas,937165,85,Odontologia
Lucas,937950,85,Engenharia
Amanda,955063,85,Medicina
Rodrigo,961800,85,Quimica
Lara,962521,85,Direito
Tiago,970170,85,Letras
Julia,972570,85,Direito
Pedro,976287,85,Letras
Luisa,101123,86,Engenharia
Rodrigo,106672,86,Computacao
Flora,128460,86,Medicina
Ana,128752,86,Administracao
Clara,138316,86,Letras
Maria,139688,86,Medicina
Lara,142026,86,Direito
Rodrigo,143721,86,Engenharia
Luisa,186959,86,Computacao
Lucia,192674,86,Odontologia
Jose,201108,86,Letras
Clara,203975,86,Quimica
Joao,211794,86,Direito
Ana,212929,86,Engenharia
Clara,219031,86,Direito
Marcos,229661,86,Medicina
Luisa,233128,86,Odontologia
Lucas,235397,86,Letras
Jose,237224,86,Administracao
Ana,248259,86,Odontologia
Zeca,256437,86,Medicina
Marcia,256573,86,Direito
Julia,260403,86,Letras
Celia,275653,86,Medicina
Ana,279703,86,Odontologia
Ana,294401,86,Direito
Luisa,307319,86,Matematica
Luisa,313520,86,Direito
Lara,313528,86,Fisica
Jose,327969,86,Medicina
Tiago,334276,86,Matematica
Clara,339198,86,Matematica
Tiago,360570,86,Fisica
Clara,363274,86,Quimica
Marcia,365306,86,Matematica
Lara,376046,86,Administracao
Maria,378393,86,Direito
Ana,379601,86,Matematica
Jose,402554,86,Odontologia
Marcia,406579,86,Odontologia
Lara,407467,86,Odontologia
Clara,419384,86,Medicina
Jose,432262,86,Fisica
Tiago,434457,86,Computacao
Luisa,440257,86,Matematica
Luis,448145,86,Odontologia
Flora,448726,86,Direito
Zeca,454197,86,Letras
Pedro,459087,86,Quimica
Maria,464228,86,Quimica
Rodrigo,466302,86,Letras
Zeca,483509,86,Letras
Marcos,493029,86,Medicina
Zeca,494032,86,Computacao
Maria,518555,86,Letras
Luisa,518910,86,Odontologia
Pedro,522640,86,Engenharia
Zeca,536688,86,Letras
Julia,551518,86,Fisica
Celia,551602,86,Computacao
Flora,553531,86,Odontologia
Lucas,554336,86,Quimica
Luis,558241,86,Quimica
Amanda,589232,86,Direito
Jose,598222,86,Medicina
Pedro,601491,86,Odontologia
Lara,604405,86,Letras
Clara,605212,86,Odontologia
Pedro,620376,86,Engenharia
Maria,625531,86,Engenharia
Lucia,641442,86,Administracao
Lucas,647121,86,Matematica
Flora,678467,86,Engenharia
Flora,678698,86,Computacao
Rodrigo,686740,86,Fisica
Marcos,689689,86,Engenharia
Julia,695635,86,Administracao
Lucia,700414,86,Engenharia
Luisa,711273,86,Letras
Tiago,711291,86,Odontologia
Pedro,714833,86,Administracao
Clara,719447,86,Matematica
Zeca,755559,86,Medicina
Lara,759765,86,Direito
Flora,766724,86,Matematica
Luisa,784120,86,Administracao
Joao,786411,86,Odontologia
Lara,801634,86,Administracao
Tiago,822683,86,Matematica
Lara,833206,86,Medicina
Clara,842060,86,Odontologia
Amanda,851026,86,Engenharia
Celia,874456,86,Matematica
Marcos,874844,86,Direito
Jose,893819,86,Computacao
Celia,911689,86,Engenharia
Luisa,925500,86,Odontologia
Flora,928175,86,Letras
Celia,942899,86,Fisica
Pedro,946941,86,Administracao
Luis,951020,86,Quimica
Lucas,958125,86,Odontologia
Julia,965780,86,Medicina
Pedro,969093,86,Engenharia
Lara,972475,86,Engenharia
Celia,972875,86,Matematica
Joao,979119,86,Medicina
Julia,989493,86,Matematica
Marcia,989506,86,Engenharia
Clara,990210,86,Quimica
Ana,991382,86,Engenharia
Maria,999736,86,Direito
Maria,105476,87,Medicina
Jose,106931,87,Medicina
Lara,107931,87,Letras
Marcos,113475,87,Medicina
Marcia,115371,87,Medicina
Lucas,125331,87,Medicina
Rodrigo,127612,87,Administracao
Marcos,138242,87,Quimica
Marcos,141591,87,Fisica
Tiago,141619,87,Engenharia
Tiago,143168,87,Medicina
Lucas,147691,87,Letras
Julia,168207,87,Quimica
Marcos,171655,87,Administracao
Marcos,177072,87,Administracao
Marcos,177662,87,Odontologia
Luisa,184068,87,Administracao
Marcos,186771,87,Letras
Tiago,189091,87,Quimica
Ana,190693,87,Administracao
Flora,216002,87,Medicina
Luis,223472,87,Medicina
Ana,229329,87,Medicina
Flora,235987,87,Medicina
Rodrigo,236186,87,Direito
Tiago,244473,87,Letras
Luisa,248265,87,Administracao
Ana,258370,87,Computacao
Flora,280197,87,Computacao
Marcia,293142,87,Letras
Luis,300954,87,Computacao
Amanda,304909,87,Matematica
Lucia,305121,87,Direito
Luis,312817,87,Administracao
Flora,327423,87,Matematica
Lara,330759,87,Quimica
Joao,331606,87,Letras
Luis,331822,87,Matematica
Zeca,333105,87,Administracao
Marcos,333491,87,Quimica
Marcia,337551,87,Direito
Maria,349323,87,Engenharia
Tiago,351140,87,Matematica
Marcos,360276,87,Fisica
Jose,362291,87,Engenharia
Flora,367229,87,Quimica
Luis,373285,87,Matematica
Ana,373504,87,Quimica
Maria,388605,87,Medicina
Tiago,391480,87,Direito
Rodrigo,394781,87,Fisica
Clara,395507,87,Fisica
Tiago,400068,87,Direito
Lucia,401299,87,Engenharia
Marcos,401465,87,Computacao
Luis,429908,87,Quimica
Luisa,429915,87,Fisica
Flora,449959,87,Engenharia
Marcos,465391,87,Letras
Marcia,468507,87,Odontologia
Maria,489510,87,Engenharia
Flora,538421,87,Odontologia
Clara,541181,87,Engenharia
Marcos,549856,87,Direito
Rodrigo,557982,87,Computacao
Maria,575677,87,Engenharia
Clara,584037,87,Computacao
Jose,591194,87,Administracao
Clara,591917,87,Letras
Tiago,602400,87,Computacao
Rodrigo,610939,87,Quimica
Celia,631557,87,Letras
Jose,633291,87,Medicina
Lara,635001,87,Matematica
Amanda,638052,87,Odontologia
Amanda,654364,87,Odontologia
Clara,654545,87,Engenharia
Marcos,673785,87,Odontologia
Jose,676125,87,Quimica
Marcia,683766,87,Letras
Pedro,707428,87,Odontologia
Celia,716414,87,Administracao
Lucia,721698,87,Matematica
Amanda,736617,87,Administracao
Celia,737396,87,Computacao
Jose,752002,87,Letras
Marcos,758678,87,Matematica
Amanda,758799,87,Administracao
Zeca,774515,87,Quimica
Lara,775975,87,Direito
Maria,783350,87,Medicina
Marcos,794317,87,Engenharia
Lucia,798459,87,Fisica
Marcos,813000,87,Direito
Luis,816398,87,Administracao
Rodrigo,821362,87,Letras
Lara,825691,87,Direito
Lucia,827604,87,Engenharia
Luis,834163,87,Fisica
Amanda,840834,87,Fisica
Marcia,844763,87,Computacao
Joao,851658,87,Direito
Tiago,853112,87,Quimica
Maria,859694,87,Matematica
Luis,867937,87,Direito
Flora,881618,87,Engenharia
Celia,882234,87,Matematica
Zeca,890610,87,Medicina
Ana,911112,87,Administracao
Julia,917928,87,Quimica
Julia,921381,87,Computacao
Tiago,922407,87,Medicina
Celia,927439,87,Matematica
Flora,947301,87,Medicina
Pedro,959860,87,Quimica
Tiago,981426,87,Medicina
Jose,988981,87,Engenharia
Luis,992793,87,Engenharia
Lucia,995005,87,Letras
Zeca,998215,87,Direito
Rodrigo,122890,88,Engenharia
Tiago,127507,88,Odontologia
Flora,129079,88,Direito
Zeca,131553,88,Administracao
Marcos,139284,88,Matematica
Julia,143688,88,Fisica
Pedro,154080,88,Odontologia
Tiago,160787,88,Quimica
Celia,170161,88,Direito
Maria,170193,88,Medicina
Zeca,171278,88,Computacao
Luis,171537,88,Direito
Marcos,191620,88,Quimica
Luis,201330,88,Letras
Marcia,201673,88,Odontologia
Maria,204452,88,Direito
Jose,238835,88,Engenharia
Luisa,252207,88,Letras
Marcos,254461,88,Administracao
Tiago,257748,88,Quimica
Clara,266073,88,Matematica
Lucia,282907,88,Medicina
Marcos,283371,88,Computacao
Julia,289567,88,Odontologia
Celia,292440,88,Administracao
Marcia,292919,88,Direito
Pedro,300574,88,Direito
Celia,302110,88,Computacao
Flora,308044,88,Administracao
Julia,313391,88,Matematica
Julia,327104,88,Fisica
Lara,334557,88,Engenharia
Maria,338911,88,Computacao
Ana,352658,88,Computacao
Jose,355724,88,Engenharia
Luis,367119,88,Administracao
Rodrigo,384465,88,Engenharia
Luisa,389331,88,Matematica
Marcia,394543,88,Engenharia
Lucas,418357,88,Medicina
Lucas,419517,88,Letras
Tiago,423963,88,Engenharia
Luis,425950,88,Letras
Jose,426887,88,Computacao
Clara,427749,88,Direito
Julia,445322,88,Administracao
Marcia,451723,88,Medicina
Tiago,458631,88,Medicina
Luisa,459967,88,Computacao
Pedro,462536,88,Fisica
Joao,467721,88,Quimica
Marcos,469757,88,Direito
Amanda,479999,88,Direito
Flora,492925,88,Odontologia
Zeca,496658,88,Computacao
Maria,498253,88,Computacao
Luis,498622,88,Fisica
Ana,515655,88,Administracao
Jose,522197,88,Fisica
Lucia,522761,88,Odontologia
Joao,523355,88,Engenharia
Amanda,526818,88,Quimica
Ana,527011,88,Matematica
Flora,537435,88,Direito
Celia,539356,88,Computacao
Maria,554455,88,Direito
Julia,560814,88,Medicina
Maria,566837,88,Letras
Julia,588631,88,Fisica
Maria,603755,88,Computacao
Joao,607648,88,Fisica
Rodrigo,609920,88,Quimica
Marcia,618252,88,Matematica
Luisa,649535,88,Matematica
Luis,652193,88,Engenharia
Marcia,656241,88,Quimica
Tiago,665429,88,Quimica
Marcia,665644,88,Engenharia
Amanda,670528,88,Matematica
Ana,678185,88,Computacao
Pedro,681499,88,Letras
Amanda,684872,88,Administracao
Julia,686157,88,Direito
Joao,693679,88,Medicina
Pedro,699295,88,Computacao
Zeca,702927,88,Medicina
Luisa,721564,88,Quimica
Rodrigo,744103,88,Odontologia
Luisa,761949,88,Fisica
Joao,761953,88,Engenharia
Luis,774544,88,Letras
Marcos,774740,88,Engenharia
Joao,792010,88,Matematica
Julia,799768,88,Quimica
Luisa,819474,88,Odontologia
Jose,830518,88,Matematica
Amanda,853363,88,Quimica
Lucas,859641,88,Direito
Pedro,871742,88,Quimica
Luis,873673,88,Engenharia
Lara,876564,88,Computacao
Maria,909389,88,Quimica
Tiago,910685,88,Computacao
Luisa,915865,88,Computacao
Flora,926474,88,Quimica
Clara,928315,88,Fisica
Flora,949531,88,Letras
Marcos,955569,88,Letras
Flora,978399,88,Quimica
Luisa,985941,88,Medicina
Lucia,109597,89,Direito
Clara,131086,89,Computacao
Marcia,144959,89,Direito
Marcia,158640,89,Administracao
Marcia,167801,89,Direito
Celia,171038,89,Quimica
Joao,172768,89,Computacao
Maria,175373,89,Administracao
Marcos,181461,89,Computacao
Amanda,183047,89,Direito
Marcia,199636,89,Letras
Flora,205305,89,Quimica
Tiago,207317,89,Direito
Clara,218292,89,Administracao
Tiago,218729,89,Computacao
Luisa,223206,89,Engenharia
Pedro,223913,89,Medicina
Rodrigo,223980,89,Medicina
Lucas,225066,89,Computacao
Celia,229215,89,Medicina
Clara,230159,89,Direito
Julia,259799,89,Computacao
Zeca,261850,89,Engenharia
Flora,263415,89,Direito
Luis,275152,89,Odontologia
Clara,279729,89,Computacao
Ana,280690,89,Computacao
Ana,290554,89,Odontologia
Luisa,291705,89,Administracao
Maria,293699,89,Letras
Flora,296780,89,Medicina
Zeca,302009,89,Quimica
Rodrigo,315510,89,Computacao
Joao,329938,89,Administracao
Maria,346154,89,Administracao
Maria,351713,89,Quimica
Marcia,376713,89,Quimica
Maria,385523,89,Computacao
Rodrigo,404801,89,Matematica
Zeca,405437,89,Direito
Ana,405752,89,Quimica
Ana,413658,89,Matematica
Ana,414333,89,Engenharia
Julia,440041,89,Odontologia
Zeca,453042,89,Administracao
Julia,465382,89,Administracao
Marcia,476852,89,Computacao
Lara,492150,89,Odontologia
Lucas,494083,89,Medicina
Ana,497068,89,Fisica
Pedro,505344,89,Letras
Lucia,519520,89,Engenharia
Lucas,530728,89,Matematica
Luisa,533788,89,Quimica
Clara,540615,89,Letras
Jose,551969,89,Engenharia
Jose,553622,89,Medicina
Amanda,577835,89,Administracao
Marcia,588749,89,Direito
Lucas,613841,89,Engenharia
Zeca,631006,89,Matematica
Julia,647805,89,Fisica
Marcia,652052,89,Administracao
Zeca,655592,89,Fisica
Julia,667418,89,Direito
Julia,678356,89,Computacao
Lucas,686094,89,Medicina
Joao,724433,89,Medicina
Pedro,746461,89,Letras
Zeca,750969,89,Computacao
Amanda,762348,89,Medicina
Flora,797238,89,Engenharia
Amanda,799345,89,Medicina
Marcos,803363,89,Letras
Marcia,813404,89,Administracao
Maria,828277,89,Direito
Rodrigo,837469,89,Matematica
Marcos,847040,89,Engenharia
Lucas,848825,89,Fisica
Ana,853171,89,Engenharia
Tiago,856592,89,Odontologia
Marcos,866511,89,Engenharia
Luis,866593,89,Matematica
Luisa,877578,89,Administracao
Marcia,879622,89,Matematica
Luis,900759,89,Quimica
Amanda,905248,89,Computacao
Marcos,913082,89,Odontologia
Celia,916287,89,Medicina
Luisa,935844,89,Administracao
Luisa,938030,89,Computacao
Marcos,953665,89,Letras
Jose,956414,89,Letras
Marcos,965928,89,Fisica
Lucas,972080,89,Administracao
Luisa,972151,89,Engenharia
Amanda,975210,89,Fisica
Amanda,981230,89,Letras
Julia,985240,89,Fisica
Luis,106850,90,Medicina
Jose,107504,90,Administracao
Joao,110714,90,Matematica
Zeca,114412,90,Computacao
Lara,145832,90,Engenharia
Celia,151304,90,Quimica
Joao,155354,90,Administracao
Celia,156644,90,Administracao
Tiago,189409,90,Computacao
Luis,202268,90,Direito
Lara,212875,90,Odontologia
Lucas,215553,90,Matematica
Tiago,222899,90,Administracao
Amanda,224511,90,Administracao
Marcos,235108,90,Direito
Amanda,275442,90,Fisica
Celia,284607,90,Odontologia
Flora,290088,90,Administracao
Rodrigo,295009,90,Letras
Zeca,297012,90,Letras
Ana,301905,90,Engenharia
Joao,303737,90,Quimica
Lara,309529,90,Letras
Maria,312918,90,Quimica
